batch_id,timing,did_terr_incl,did_terr_excl
1250,strategic,32.2398745854063,31.04686058118901
1252,regular,23.09314731771473,25.895904209945307
1254,regular,-9.167358934169272,-1.7735690235690242
1261,regular,0.8577413720858118,2.163070829450156
1264,strategic,0.7749247577819034,-3.3265591369808263
1265,strategic,-15.671306867735467,-24.08586384204034
1266,regular,-13.474335885723043,-13.379402938785084
1272,late,-1.4297199975165995,-3.9720234720234657
1274,strategic,-36.078520092514594,-34.18415453355357
1275,regular,-1.2900311962134268,-4.9839042029137275
1277,strategic,13.306312597581083,10.486589476522731
1278,late,-23.403528401051148,-25.54065099345921
1282,strategic,19.303494451557853,19.904821178120613
1283,regular,-2.65300677818297,-9.096924992219108
1284,regular,-17.76088026382547,-17.34714743589742
1286,strategic,-32.02313110677772,-28.509795016704018
1290,strategic,9.52427045177047,5.327353512326923
1294,regular,-12.005912166334987,-15.742588923540048
1298,strategic,8.429608748521161,2.4622425997425808
1299,regular,9.121065930149683,7.256378787878802
1300,strategic,0.15487599098255345,1.9020639143918174
1301,regular,11.544178063966783,7.486513746914419
1307,regular,16.958947368421043,25.801578947368423
1308,late,9.655091575091568,18.787039627039626
1309,strategic,16.871340579710157,14.53512820512821
1311,strategic,-26.987437440373228,-23.50914959981459
1312,regular,27.752815401652597,25.882251082251067
1314,regular,14.382680011120385,14.008331771321458
1315,regular,12.860130495120437,12.542108753105772
1317,strategic,-12.338199238317479,-7.805392220773584
1318,regular,-23.23513211280304,-26.13166895604395
1321,regular,-4.4348227561851985,-3.044883461608812
1326,regular,-28.04936537506211,-25.700909090909107
1327,regular,-18.598459162485973,-13.1765037593985
